NewsID,NewsContent,Explicit_Company
1017,借定向增发 深能源集团整体上市              每日经济新闻   [2006-12-5 7:45]    　　深能源A今日公告称，深能源A将向能源集团及华能国际以每股7.6元的价格定向非公开发行10亿股，其中能源集团以拥有的股权和资产认购8亿股，华能国际以现金认购2亿股。借此，深能源集团整体上市。   　　此次非公开发行募集资金为76亿元，将用于收购能源集团除少部分资产外所拥有的全部股权和资产，这些股权和资产评估后的净值为76.2亿元。能源集团持有的深圳南山热电股份有限公司、珠海深能洪湾电力有限公司股权(账面价值约为6.8亿元)及少数非主业房产(账面资产净值约为0.29亿元)将暂时不置入上市公司。   　　此次通过定向增发置入上市公司的能源集团电力股权和资产包括东部电厂全部资产、深圳市西部电力有限公司31%股权、开封京源发电有限公司43％股权、深圳市广深沙角B电力有限公司64.77%股权、国电深能四川华蓥山发电有限公司20%股权、安徽省铜陵深能发电有限责任公司70%股权、深圳市能源环保有限公司30%股权及深圳妈湾电力有限公司34%股权。定向增发完成后，深能源A总股本将从12.02亿股增至22.02亿股，其中能源集团持股数从发行前6.04亿股增至14.04亿股，占总股本的65.38%。同时深能源A还预计，能源集团整体上市后，公司2007年实现净利润将达到15.84亿元。NBD,"华能国际, 深南电A"
1018,酒鬼酒三成股权拍卖 新东家或将露面                每日经济新闻   [2006-12-5 7:45]    　　S酒鬼酒今日公告称，公司近日收到三家拍卖公司通知，受湘西州中院、湘泉集团破产清算组委托，受托人将定于12月15日对湖南湘泉集团有限公司、上海鸿仪投资分别持有的公司国有股7780万股、社会法人股3000万股股权（合计占总股本35.57%）进行公开拍卖，拍卖方式为10780万股股权整体增价拍卖。   　　分析人士认为，三家拍卖公司联合整体拍卖，流拍的可能性较小，酒鬼酒的新东家极可能在本次拍卖中露面。   　　湘泉集团虽持有S酒鬼酒7780万股国有股，因无力归还银行贷款早已被冻结。今年10月12日，湘泉集团因经营不善，资不低债而正式破产，该股权作为破产资产进行处置。拥有3000万股法人股S酒鬼酒的鸿仪投资因贷款担保纠纷案，将和湘泉集团的7780万股一起被拍卖。   　　据了解，此次竞买者的门槛比较高。一是企业注册资本2亿元以上；二是从事酒类,酒鬼酒
1019,抗癌新药将上市 机构看好华神集团                王璐 每日经济新闻   [2006-12-5 7:45]    　　继获得生产批文后，华神集团与中国人民解放军第四军医大学共同开发的抗肝癌新药“利卡汀———碘[131I]美妥昔单抗注射液”近期有望上市，销售地域覆盖全国各主要城市，重点包括北京、上海、广东、四川等地区。业内人士认为，新药上市销售后预计贡献每股收益1.17元左右，公司股价有翻番的潜力。   新药囊括多项专利   　　据公司方面向《每日经济新闻》透露，公司将力争使该药在今年年底前通过国家GMP认证，预计年底或明年年初即可上市销售，该新药将在国家三甲以上的大中型医院进行销售。   　　公司表示，在非手术治疗手段中，该新药对于治疗肝癌有非常好的功效。据有关资料，美妥昔单抗是全球第一个专用于治疗原发性肝癌的单抗导向同位素药物，临床试验表明该药两周期临床有效率为27%，临床控制率为86%；中晚期肝癌患者两年生存率为42%，32个月生存率为31%。该药已申请PCT国际专利3项，国家发明专利12项，授权国家发明专利4项，华神集团拥有这些专利的独占性使用权，以及该药的生产和销售权。   　　据相关数据披露，2005年中国肝癌总发病人数约为34.5万人（含香港和台湾）。业内人士分析，由于目前国际上肝癌治疗药物还远未能满足临床需求，该新药的市场前景颇为广阔。   后市成长空间看好   　　华神集团昨日以11.11元开盘后迅速上涨，全天几乎均在11.5元以上窄幅波动，全天涨幅达6.13％。长江证券分析师叶颂涛认为，尽管由于营销、市场等多方面因素，仍然无法确定准确的销售情况，但可以肯定的是新药上市对公司而言必将是重大利好，后期公司股价仍有上升空间。业内人士认为，新药上市并进入销售稳定期后，每年销售额将达3~4亿元左右，贡献每股收益1.17元左右，公司股价有翻番的潜力。   　　据悉，公司潜力已获一些机构投资者的看好，数家基金对其后市表示乐观。,长江证券
1020,　　德豪润达（002005）公告，公司12月4日接股东珠海通产有限公司通知，在11月24日至12月1日收盘期间，珠海通产通过深圳证券交易所挂牌出售公司股份214.7万股（占总股本的1.33%），平均出售价格5.138元/股。    　　珠海通产原持有公司限售股份2365.4万股，占公司股份总额的14.64%；2006年11月6日起可上市流通的股份数量为808万股。其中，截至11月23日收盘，珠海通产已通过深交所挂牌出售公司股份325万股，占公司股份总额的2.01%，平均出售价格4.55元/股。    　　截至12月1日收盘，珠海通产尚持有公司股份1825.7万股，占公司股份总额的11.3%。,德豪
1021,"　　周一我们提醒大家重点关注的低价地产股光华控股周二强势涨停，另外，地产股整体上也正式再次崛起，浦东金桥、北辰实业、深长城、等均先后封住涨停，并带动板块个股整体走强，成为盘中明显热点，并引发了各路资金哄抢。纵观本轮行情，地产一直是大盘发展的主线之一，而推动的因素正是人民币升值，而在年底前人民币加速升值的背景下，地产板块必将迎来更大的上涨空间，后市仍值得重点关注。  　　从前期地产板块表现来看，地产股极为容易引发同地域的地产个股的联袂走强行情。如以先锋股份为代表的北京地产，其个股的不断走高引起了一波北京地产股整体走强行情。而目前，随着先锋股份的涨高退潮，浦东金桥的强势涨停是否意味着上海地产的行情将正式展开呢？我们不妨重点关注作为上海本地小盘地产的海鸟发展（600634）公司已成功把主业转型为目前收益较好的房地产业，发展前景向好。  　　海鸟发展（600634）公司主业已经成功转型为目前主营房地产开发、经营及相关的物业管理，目前开发的“海森国际大厦”已完成竣工验收并取得了房屋土地产权证正式开盘对外销售。由于房地产项目开发周期较长及收入确认的原则，上期不能结转的销售收入在本期一并体现，为全年的业绩增长提供了有力的保证。值得关注的是公司还具有新上海概念，参与朱家角中心镇的开发建设，朱家角镇位于上海市青浦区,是上海市政府规划“一城九镇”中的试点城镇。其建筑总面积为8.14平方公里，预计总投入为75亿元。预计在未来五年内，朱家角中心镇将建设成以“古”文化和“水”文化旅游为核心，以休闲度假和生态居住为特色的历史名镇，而整个建设规划已经启动。  　　二级市场上，海鸟发展（600634）该股目前相比起其它地产股，仍处于相对底部。是市场眼中北辰实业、浦东金桥等已大幅拉升个股的最佳替代品。从技术上看，该股股价已成功突破多条均线的压制，上涨空间已成功打开，同时，各项技术指标也发出强烈的做多信号，正是介入的最佳买点，可关注。","浦东金桥, 北辰实业"
1022,"　　公司长期以来相对茅台酒一直被市场定价偏低，盘整时期较长，但是在牛市中投资者最终会纠正股市的暂时错误，本周五粮液是最好的范例，从11月29日开始该股突然被机构拉台爆涨，几个交易日内涨幅约14％，成交量温和放大，曾现量价配合的良好上攻态势。我们中期的推荐终于被市场认可。市场盛传其大幅上涨是受到了上市公司放弃购买其大股东资产所致，这对五粮液的股价构成了利好支持。多年以来，普什集团为五粮液提供瓶盖、商标等大量相关产品，近3年来的关联金额分别达到6.71亿元、13.1亿元及8.05亿元。市场人士指责五粮液有向五粮液集团输送利益之嫌。在众多机构投资者的反对下，五粮液可能放弃收购普什集团的计划，改为收购普什集团下与造酒相关的资产，受此影响，五粮液股价出现大幅上涨。  　　为我国高端白酒中仅仅次于国酒茅台的第二品牌，在国民经济高速发展的大环境下奢侈品消费以高于社会平均消费的速度增加，所以应当将五粮液定义为奢侈品消费股，而不是简单的白酒公司。三季报公司收入和净利润分别同比增长34%和10.6%，前三季收入和净利润同比分别增长20%和32.5%。前三季度公司经营现金流同比增长48%，净利润现金含量上升到1.17每股。公司现金流充沛，且无大额资本支出需要，符合巴非菲特的蓝筹股思路。  　　虽然集团当前上涨的理由是资产注入方案，但是在全流通背景下大股东必须考虑公司二级市场形象，做大做强上市公司是大家的共同愿望，最为股改的直接受益者，公司未来几年维持稳定的增长不成问题，维持""增持""评级。  　　",五粮液
1023,　　本周招商银行继上次调整后开始发力，跟随指数明显上涨并创出14.1的新高，同时香港H股也在国际基金买进盘推动下大力反弹。可见我们关于人民币升值使银行受益的重大题材把握是正确的，根据日本和台湾本币升值的股市历史表现，银行因资金充裕、信贷大量投放和宏观经济积极向好利润快速增长，在整个升值时期内银行股表现明显超越大盘，所以我们坚定继续持有招行的信心，预计作为本次行情最重要热点，2007股票表现仍然会让投资者满意。招行2006年前三季度实现税前利润70.9亿元，同比增长39.9％；净利润44.6亿元，同比增加12.4亿元，同比增幅38.7％；每股净收益0.31元；每股净资产3.51元。全年净利润大约为57.2亿元；公司2006年净利润同比增速45％，全年每股净收益为0.40元，年末每股净资产为3.60元。但是所得税的增长则是制约其净利润快速增长的主要阻滞因素。2007年EPS预测值0.5元，对应动态PE为24倍。  　　招商银行从观念、体制、产品体系和人才方面加以转变，加快步伐虚心向外资银行学习，在体制等方面作出变革，积极向事业部制转型。从创新机制和创新速度来看，招行和外资银行是没有任何差距的。在创新过程中的风险控制和创新产品的定价能力和外资银行还有差距，公司加大控制风险的能力要求。  　　考虑目前招行H股15港元明显高于A股，而且QFII等外国机构投资者长期看好人民币升值的重要概念，我们认为值得长期维持增持评级，建议继续持有。,招商银行
1025,　　大盘运行  　　在逼近历史新高之际，部分投资者采取了逢高抛售的操作，同时涨幅过大的前期热点也有技术修正的要求，而成交量的放大表明增量资金正在快速进场，有效的支撑的强势格局，但也说明多空分歧加大，因此在2100点附近进行宽幅震荡是正常的，也是必要的。  　　  　　策略分析  　　一线蓝筹地产、银行、指标股由于涨幅过大，爆发力已经有所减弱，并且技术性的震荡也将经常出现，而部分超跌股、低价股在今天大肆活跃，带来了获利机会，因此，投资者可在中线继续跟踪主流核心的同时，对一些新出现的热点加以关注，如新股、新权证等。  　　  　　板块分析  　　新上市的品种：牛市炒新股！在近期强势格局中，得到资金最大追捧的则是新上市的品种，如北辰实业自上市以来涨幅已经超过150%，在近期的连续19根阳线涨幅就达到110%，上周五上市的招商轮船三个交易日上涨逼近40%，出现连续两个涨停板，而8月份上市的中国国航至今涨幅也已经逼近翻番，因此，投资者近期就要从新上市的品种中寻找暴利的机会。  　　  　　选股思路  　　首先还没有得到爆炒的品种机会更大，一旦得到资金追捧，无论是持续性还是爆发力都不可小视，第二，流通盘要大，这样适合增量资金的快速进场炒作，流动性好容易吸引资金；第三，价格不能太高，价格高的品种没有想象空间，也没有炒作空间。三者结合的品种很容易出现爆炸性的行情。  　　  　　实战出击  　　马钢认购权证（580010）：马钢正股作为沪深300指数股，属于机构备战股指期货的重点配置对象之一，中期走强值得期待。作为股本权证，券商不能创设，走势上在新高附近耐心蓄势，一旦放量强有力新高大突破随时有望爆发。  　　  　　风险提示  　　注意权证具备高风险高收益的特性，在剧烈震荡和热钱强力炒做的背景下，尤其适合追求超越10%收益的激进型投资者T+0操作，普通投资者不建议参与。  　　  　　策略回顾  　　上周五重点指出权证市场的机会，本周整个板块全线启动，21日工大首创三天三个涨停，今天再度涨停创出新高，涨幅超过40%，28日深特力A两天涨幅15%，24日白猫股份两天两个涨停，航天机电连续涨停，投资者即买即赚，获利丰厚。,"招商轮船, 特力A, 航天机电, 北辰实业, 中国国航"
1027,　　周二大盘冲高回落，沪指最高摸至2195点，随后受到获利盘集中回吐影响，股指一度震荡盘落。但最终两市指数均是阳线收盘，沪指上涨11点，深成指则是冲破6000点后回落至5928点收盘。分时图来看，沪指上行阻力有所加大，但市场的强势依然。两市盘口能量充足，考虑到周二盘中体现出的部分资金兑现要求集中体现，预计短线大盘将出现强势震荡的走势，年底行情将进入短暂的休整期。  　　就热点而言，周二蓝筹股分化严重，但个股涨停数量却是大幅增多，赚钱效应体现。由于前期蓝筹股涨幅过大，盘中的回吐也是必然。而周二地产股持续走高，地产股的平均涨幅一度超过5%。北辰实业再度涨停收盘，对比上市初期，该股涨幅已经超过150%。而浦东金桥、深长城等更具地方代表性的地产股也都是放量涨停。在人民币不断升值之下，盘中主力资金连续冲击地产股的迹象变得非常突出，不排除后市进一步强势拉高的可能。但对于投资者操作而言，追涨地产股将并不可取，对于地产股的强势，不妨暂作观望，借助其盘整耐心逢低介入。  　　自千九点上涨以来，蓝筹股行情的连续推动形成了股指的节节走高。而在这一轮的行情当中，科技股却并未受到主力资金关注。在蓝筹股大面积冲高之后，科技股的投资魅力将逐步体现。海虹控股作为网络科技股的代表，周二受到数以百万计的买盘推动，一度冲于涨停。科技股的暴炸性行情正在酝酿当中。我们建议投资者重点关注风华高科（000636），受益于电子元器件行业复苏，公司全年业绩将大幅上涨200%以上。股价在探底至3.03元后稳步反弹，近期连收两阳，放量向上突破，短线有望进入加速主升浪行情。,"风华高科, 浦东金桥, 北辰实业"
1028,　　连日来，很多“当家”的红茶馆茶客们已经留意到，粮油市场的面粉和食用油价格在悄然上涨。事实情况也是如此，进入11月，京城面粉价格涨幅超过了10%；山东省农户小麦出售价格由9月每公斤不到1.4元涨到了现在的1.6元左右，涨幅超过10%；广东面粉、玉米等价格也持续两周小幅上扬。  　　茶客们对行业价格的波动已经非常敏感了，见到今日众多农业股纷纷上涨，马上把原因归结到了粮油价格上涨的刺激。  　　11月末，国家有关部门7天内连续两次抛售临时储备粮，用以增加原粮市场供给，满足企业用粮需要。这只是一个表现现象，最近国际与国内市场农产品期货出现整体上涨，国际粮价呈上涨趋势以及国内粮食转化能力增强，因而造成了国内粮油价格上涨。  　　“这将会成为农业板块启动的一个导火索么？”林默涵的脑海中不由冒出了如此一个念头。这也难怪，价格上涨已经成为了相关上市公司股价上涨的必然因素之一了，水价上涨，水务股要涨；天然气价格上涨，燃气公用事业股要涨；有色金属价格上涨，有色金属股要上涨；那么粮食价格再上涨，难道农业股就不会上涨么。  　　最有说服力的还是有色金属，“年初”行情和“五一”行情时的情景就不再多说了，仅最近，当伦敦期锌的价格从9月底的3410美元涨到目前的4505美元时，驰宏锌锗再度展现王者风范，短短一个月，涨幅就高达80%有余；国际金价的回升也刺激了黄金股的上涨，山东黄金8个交易日上涨了50%；期间也伴随着其他有色金属板个股间歇性的活跃。  　　随着国际粮价的上涨，农业股会否复制有色金属股的行情呢？既然有了成功的案例，为什么不呢。国内外农产品期货也面临着火爆的局面，典型的玉米，大连玉米期货11月20日主力705合约再次创出上市以来的新高1607元，持仓继续上升，期货业内人士认为，玉米期货的牛市刚刚开始，后市仍然会延续上升趋势。丰乐种业就收益玉米期货的上涨，11月中旬至今已经上涨了20%有余。  　　“有理由相信，农业股受国际粮价以及农业期货的上涨而复制出有色金属股一般的走势。”当林默涵这样想的时候，老章已经在翻看具有爆发潜力的低价农业股了。  　　000702正虹科技，作为市场占有率接近10%的国内著名饲料生产企业、农业产业化国家重点龙头企业、全国农产品加工业示范企业。公司还持股19.09%的泰阳证券股权，06年有巨大的增值潜力。这样的低价农业股难道不是酝酿大爆发的最佳温床么。“看来目前主力资金已经有开始运作的迹象了。”老章不由喃喃到。,"驰宏锌锗, 正虹科技, 丰乐种业, 山东黄金"
1030,　　全景网12月5日讯　在今日举行的中国证监会第70次发审会议上，福建三钢闽光股份有限公司和江苏恒宝股份有限公司的首发申请均顺利获得通过。  　　福建三钢闽光股份有限公司此次拟发行1亿股A股，占发行后总股本的18.7％，发行前每股净资产为3.81元，发行后将在上证所上市交易。江苏恒宝股份有限公司拟发行3500万股A股，占发行后总股本的28.83％，发行前每股净资产1.65元，发行后将在中小板上市交易。（全景网/曹昱）,"恒宝股份, 三钢闽光"
1032,　　全景网12月6日讯　白云机场董事会日前通过有关议案，公司将通过非公开发行的方式募集资金收购大股东所有的白云机场现有飞行区资产。收购完成后，白云机场将拥有机场的主要航空性资产，并重新划分公司与集团公司关于航空主业收入的分成比例及调整水电管理费比例。  　　此次定向增发，白云机场拟发行不超过1.5亿A股，发行价格不低于7.09元/股，其中公司控股股东广东省机场管理集团公司认购数量将不低于增发股份总数的90%，募集资金将收购白云机场现有飞行区资产，包括两条飞行跑道、滑行道和停机坪，这些资产的评估价值约为20.30亿元。  　　收购完成后，白云机场将拥有机场主要的航空性资产，并重新划分公司与集团公司关于航空主业收入的分成比例及调整水电管理费比例。为此，白云机场与集团公司还签署了有关协议(草案)，确定航空主业收入重新划分的项目及比例为：国内航空主业收入中的起降费(包括夜航附加费)由原集团公司占25%、公司占75%变更为公司占100%；旅客服务费由原集团公司占20%、公司占80%变更为集团公司占15%、公司占85%；对外航空主业收入中的地面服务收费(基本费率)由原集团公司占50%、公司占50%变更为公司占100%；国际飞机停场费由原集团公司占100%变更为公司占100%；国内飞机停场费由原集团公司占50%、公司占50%变更为公司占100%。水电管理费收费比例为：将公司根据应向水电部门交纳的水电费总额向集团公司交纳的综合服务费比例由25%调整为不超过10%。（全景网/曹昱）,白云机场
1033,　　全景网12月6日讯　针对有关媒体报道，华工科技(000988)今日发布澄清公告，表示公司激光业务确有重组可能，但现在该事宜还只是在初步讨论阶段。  　　《21世纪经济报道》近日报道称，位处武汉“中国光谷”的华工激光、楚天激光和光谷激光，将重组为一家企业。并表示，这三家激光企业的重组框架已经敲定，即华工激光的母公司华工科技通过定向增发扩股，而楚天激光和光谷激光以资产注入方式认购股份，进而成为华工科技的股东，最终实现合三为一。楚天激光和光谷激光此次将分别把自身的主要激光业务注入华工科技，估值均为1亿-2亿元。若重组后的新企业运作效果好，华工科技有可能会再次增发，把两家公司的全部资产分批装入。目前中介机构正对三家企业进行尽职调查和财务审计。若不出意外，年底前完成审计，明年2月新公司即可挂牌。  　　针对上述报道，华工科技表示，武汉市东湖技术开发区管理委员会确有意推动区内激光产业整合，并正与公司控股股东武汉华中科技大产业集团有限公司、武汉楚天激光（集团）股份公司、湖北团结高新技术发展集团有限公司等其他相关激光企业就激光产业重组进行可行性讨论。但目前重组框架、重组的方式都还未确定，是否由公司定向增发来进行重组也没有确定。由于重组尚在初步讨论阶段，重组能否最终完成、即使重组最终完成但是否业绩如预期般增长也都具有较大不确定性。（全景网/曹昱）,华工科技
1034,"全景网12月6日讯  今日，沪深两市中石化旗下7家未进行股改的子公司齐齐发布公告，称有重大事项须披露，股票自12月6日起停牌。而据业内人士分析，所谓""重大事项""很可能与中石化再次整合行动有关。     此次停牌的7家公司包括S鲁润(600157)、S泰石油(000554)、S武石油(000668)、S川美丰(000731)、S石炼化(000783)、S岳兴长(000819)和S京化二(000728)。值得注意的是，前期进行过股改但方案被否决的中石化另外三家子公司S上石化、S仪化和S江钻并不在停牌公司队伍中。      今年2月15日，中石化宣布斥资143亿元以现金要约的方式收购旗下齐鲁石化、扬子石化、中原油气、石油大明四家A股上市子公司的全部流通股和非流通股。要约收购价比齐鲁石化、扬子石化、中原油气、石油大明要约收购方案公布前一交易日收盘价分别溢价24.4%，26.2%、13.2%和16.9%，比前一年最高收盘价分别溢价12.6%、10.0%、11.7%和14.1%。      而到目前，中石化已整合了湖北兴化、北京燕化和燕化高新，镇海炼化、扬子石化、齐鲁石化、石油大明和中原油气也已顺利完成“私有化”，中国凤凰股权已转让给长航集团。对于中石化子公司整合的问题，市场之前有过讨论，是该整合先行，还是股改先行。S上石化三家公司股改失败的教训也给中石化提了个醒。申银万国证券研究所的一份研究报告显示，若不先行回购整合子公司，按照目前国企上市公司股改平均10送3的对价支付水平，中国石化将会因为股改损失大约6.3%的净利润和5.7%的净资产。中石化财务总监张家仁就曾表示，中石化整合上市子公司的目标不会变，只是什么时候采取什么方式的问题。（全景网/曹昱）","中原油气, 石油大明, 中国石化"
1038,　　本报讯  为方便个人投资者通过网上交易方式投资基金产品，华宝兴业基金管理公司与中国建设银行合作，面向持有建设银行龙卡的个人投资者推出基金网上交易业务。自2006年12月6日起，全国范围内持有建设银行龙卡的个人投资者到建设银行营业网点办理网上银行签约后，即可登录华宝兴业网站，按照相关提示申请开户或者开通网上交易功能，随后即可在网上办理华宝兴业旗下所有开放式基金的基金账户开户、账户登记、认购、申购、赎回、转换等业务。（张 哲）,建设银行
1043,　　证券时报记者 杨　泰  　　本报讯  今天银华基金发布公告称，该公司旗下银华优势企业基金将于12月11日实行第8次分红，每10份基金份额派发红利6.6元。截至12月4日，银华优势企业基金的累计净值已经达到2.044元，该基金成立以来累计分红达到每十份基金份额派发红利10元，累计分红收益率达到100％。  　　业内人士预计，今年将迎来基金业历史上最大的“分红潮”，而银华优势企业无疑是其中最为“耀眼”的明星基金之一。银华优势企业基金自成立以来始终保持着高节奏的分红频率，投资者及时分享投资的收益，成立不到一年，该基金每10份基金份额派发红利0.85元，被权威媒体评为“累计分红最高的”基金；此次银华优势企业基金再次大比例分红，已实现100％的分红收益率。  　　作为一只成立4年的基金，银华优势企业基金不仅为投资者带来了丰厚的分红回报，而且在4年的时间里保持了稳定的增长趋势。银华优势企业基金成立时市场接近1500点，尽管其后证券市场跌幅一度超过30％，银华优势企业基金只有3天的时间净值低于面值，在过去两年时间里，银华优势企业基金年化收益率超过30％，根据Wind的数据，在同期成立的8只基金中，银华优势企业基金的净值增长率排名第一。  　　该基金经理陈勤表示，此次再次推出高分红旨在希望投资者能够分享到基金投资带来的收益，另一方面，分红后基金净值会接近面值，将给投资者带来申购良机。在谈到四季度的操作时，陈勤表示，上市公司的业绩增长以及将要推出的金融创新产品等影响，在充裕的流动性支持下，四季度市场呈现出较为明显的牛市特征。同时，基于对于大盘呈现出热点多元化的明显特征，在类别配置上，该基金基本上采取以优质成长类股票为核心持有，并根据市场情况在成长类和大盘蓝筹以及价值类之间适度轮动。这样的策略使得银华优势企业准确地把握住结构牛市的上涨力量。  　　对下阶段的操作策略，陈勤表示，未来我国经济将保持稳定增长的趋势，构成股市长期走牛的动力源泉；人民币升值带来了大量的资产重估机会，成为长期牛市的直接推动力量；股权分置改革带来了众多的制度性变革，形成股市向上的重要牵引力；参与国际竞争带来了企业管理的提升，必将孕育和产生一大批具有良好成长性的上市公司，投资这样的公司一定会带来长期稳定的回报，而银华优势企业基金的主要投资对象就是这类具有良好成长性的上市公司。,动力源
1050,　　本报讯  中国证监会发审委昨日召开2006年第70次工作会议，审核通过了福建三钢闽光股份有限公司和江苏恒宝股份有限公司的首发申请。  　　福建三钢主营业务为钢材、钢坯的生产和销售，此次拟发行10000万股，占发行后总股本的18.70％。截至6月30日，公司每股净资产3.81元。江苏恒宝主营磁条卡、密码卡和IC卡等卡类产品的研发、生产和销售，此次拟发行3500万股，占发行后总股本的28.83％。截至6月30日，公司每股净资产为1.65元。（于 扬）,"恒宝股份, 三钢闽光"
1051,　　证券时报记者  王柄根 周 悦  　　本报讯 在欲以18亿元收购徐工机械50％股权后，凯雷的目光再一次盯上了中国极具发展前景的产业———玻璃纤维。据云天化（600096）今日披露的公告，该公司控股57.6444％的重庆国际复合材料有限公司(简称CPIC)计划新建7.5万吨/年玻璃纤维池窑拉丝生产线一条，凯雷旗下两公司为此项目新增投资约2亿元。  　　据了解，新建的7.5万吨/年玻璃纤维池窑拉丝生产线项目总投资8.5亿元，建设期1年，该项目投产后，预计年销售收入约5.6亿元，年平均利润总额约1.1亿元。值得注意的是，这一投资项目吸引了国际投资巨头凯雷投资的目光，凯雷投资以凯雷柯维有限公司和凯雷柯维共同投资有限公司作为平台对该玻璃纤维项目进行增资。资料显示凯雷柯维有限公司和凯雷柯维共同投资有限公司是美国凯雷投资集团下属的凯雷亚洲基金的全资子公司。  　　据悉，为把重庆玻纤基地建设成为综合性大型玻璃纤维复合材料的中外合资经营的股份制企业，真正成为国内三大玻纤生产基地之一，CPIC目前正积极扩大生产能力，预计到2010年公司玻璃纤维及制品将发展到38万吨的生产规模。CPIC董事会已同意以溢价方式增资扩股5500万美元，其中，云天化决定自筹资金以等值的人民币现金投资3000万美元；美国PC国际有限公司、美国鲍里斯有限公司和沙特阿曼提有限公司放弃参与此次增资。凯雷柯维有限公司以美元现金投资2431.71万美元，凯雷柯维共同投资有限公司以美元现金投资68.28万美元，合计约2亿元人民币。本次增资完成后，云天化持有其57.1365％的股权，仍为其第一大股东；凯雷柯维有限公司占总股本的28.39％，为第二大股东。  　　玻璃纤维是一种性能优异的无机非金属材料，具有强度大、弹性模量高、伸长率低等特殊性能，主要用于制造玻璃钢和其他复合材料。数据显示，2006年我国玻璃纤维工业继续保持着良好的发展态势。产量保持较快增长、库存减少。2006年1-6月，全国累计生产玻璃纤维纱56.49万吨，同比增长24.5％。我国发展玻璃纤维产业具备原料资源充足，人力资源丰富，市场需求旺盛等优势，未来几年的玻璃纤维行业发展前景明朗。  　　业内人士指出，凯雷增资云天化玻璃纤维项目说明了国际投资巨头对中国玻璃纤维行业长期发展前景看好。近日又有消息传出凯雷等外资拟入股重庆市商业银行。,"云天化, 徐工机械"
1052,　　证券时报记者  刘 征  　　本报讯  大唐发电A股发行的网下报价申购从今日起正式开始。根据初步询价情况确定的本次发行价格区间为每股5.88元—6.68元，按本次发行前总股本计算，此价格区间对应市盈率区间为12.87倍至14.62倍。网下配售申购时间截止到明日下午3点，网上发行申购日为12月7日。  　　据了解，大唐发电本次初步询价共吸引了107家机构报价，上限最高达到了8.1元/股，有59家机构报价区间上限超过了6.60元/股，显示询价对象对大唐发电的极大追捧。近期电力股一改昔日滞涨股特征强势向上，市场普遍认为电力板块存在着重新估值的投资机会和行业基本面的改善。分析人士认为，大唐发电作为电力中的新蓝筹，相信其良好的业绩和增长前景、屡受嘉奖的公司治理结构、透明的投资者关系会对投资者有很大的吸引力。  　　近期大唐发电H股走势稳中向上，截至12月5日其H股收盘6.97港元/股，折合人民币7.02元/股，较此次确定的A股发行区间上限高出5%以上。,大唐发电
1054,　　历时一年多的华安证券重组工作终于尘埃落定。据有关人士透露，11月29日，中国证监会批复同意公司增资扩股方案，华安证券资本金将从17.05亿元增至22.05亿元，安徽省信用担保集团成为公司新进大股东。  　　据了解，此次华安证券的5亿元增资来自于两个方面，其中4亿元是由安徽省信用担保集团以现金的形式出资，另外1亿元为债权人将手中的债权转为股权。目前，上述4亿元现金已划到华安证券账上。  　　资料显示，安徽省信用担保集团是经安徽省人民政府批准并出资设立的国有独资公司，组建于2005年，也是安徽省首家信用担保集团。公司注册资本为18.6亿元，经营范围包括：为中小企业提供各类担保服务，为市县担保机构提供再担保服务，股权投资，资本运作，资产管理，融资咨询、信用评级、财务顾问及与信用担保有关的中介服务。  　　华安证券前身是安徽省证券公司，初始注册资本金2150万元。2000年10月，公司开始增资扩股，吸收省内外11家国有大中型企业和上市公司作为股东，改制并更名为华安证券，2000年12月，被核准为综合类证券公司。在前几年股市低迷之际，华安证券经营遭遇到了一些问题，重组工作随之提上了日程。从最早的央行再贷款，到引进外资股东美林证券，再到建银注资，公司的重组方案历经更迭，但由于种种原因，最终都未有结果。此后，安徽省政府主导了华安证券的重组工作，最新的增资扩股方案于今年10月份上报管理层。由于该方案综合考虑了各方的利益，所以业内对之寄予了很大的希望。  　　有关分析人士指出，此次华安证券增资扩股方案的获批和新增资本金的到位，意味着历时1年多的重组努力终成正果，而华安证券也有望达到规范类券商的标准。未来，在逐步解决了历史遗留问题之后，公司应更多地考虑如何抓住证券行业蓬勃发展的有利时机，进一步整合资源，确立自身的核心竞争优势。    　　上市公司参股华安证券一览  　　单位：万元  公司简称    投资金额    减值准备  黄山旅游    10000       9000  皖能电力    10000       10000  东方创业    9500        6803  浙江东方    6000        4296  江苏舜天    5000        3581  　　资料来源：相关上市公司年报,"东方创业, 华安证券, 皖能电力, 黄山旅游, 江苏舜天"
1055,　　大唐发电今日发布公告称，公司及保荐人最终确定本次A股发行的价格区间为5.88元/股至6.68元/股。  　　本次初步询价共吸引了107家机构报价，上限最高达到了8.1元/股，有59家机构报价区间上限超过了6.60元/股，显示询价对象对大唐发电的追捧。  　　近期大唐发电H股走势稳中向上，截至12月5日其H股收盘6.97港元/股，较此次确定的A股发行区间上限高出5%以上。,大唐发电
